NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,DIST,STAR,MSTAR,RSTAR,TEFF,HD,HR,HIPP,GL
,mjupiter,au,day,,deg,jd,m/s,,,,,rjupiter,pc,,msun,rsun,k,,,,
WASP-14 b,7.65457,0.0367693,2.243752,0.091,253.371,2454462.3304,993,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,1.281,160,WASP-14,1.31,1.31,6475,,,,
Kepler-50 b,,0.0825598,7.8125124,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.196096,,Kepler-50,1.23,1.88,6058,,,,
NN Ser d,0.642621,3.70596,2605,0.05,152,2458029,9.5,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B,,,NN Ser,,,,,,,
Kepler-20 b,0.0266149,0.0453704,3.6961219,0,79.2157,2454966.34,3.72,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.170247,290,Kepler-20,0.912,0.944,5466,,,,
HAT-P-27 b,0.615135,0.0399488,3.039577,0,90,2455407.9088,91.2,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,1.02,204,HAT-P-27,0.92,0.87,5190,,,,
HD 116029 b,1.9075,1.64869,670,0,40,2455220,36.6,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,123.198,HD 116029,1.33,5.04235,4811,116029,,65117,
HD 219828 b,0.0622185,0.0515012,3.8334999,0,0,2453898.629,7,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,72.3066,HD 219828,1.24,1.4682,5891,219828,,115100,
Kepler-11 c,0.04247,0.106909,13.0241,0.0256125,51.3402,2455582.016,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.255816,,Kepler-11,0.961,1.065,5663,,,,
HD 1237 b,3.3748,0.494668,133.71001,0.511,290.7,2451545.86,167,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,,17.4978,HD 1237,0.9,0.858011,5536,1237,,1292,3021
WASP-21 b,0.300201,0.0521087,4.322482,0,90,2454743.0419,37.2,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,1.07,242.131,WASP-21,1.01,1.06,5800,,,,
HD 4308 b,0.0477376,0.119192,15.56,0,359,2453314.7,4.07,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,,22.0556,HD 4308,0.933,0.82259,5695,4308,,3497,
WASP-25 b,0.578118,0.0473714,3.764825,0,90,2455274.99649,75.5,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,1.22,,WASP-25,1,0.92,5750,,,,
HD 24040 b,4.02189,4.92406,3668,0.04,154,2454308,47.4,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,,46.5983,HD 24040,1.18,1.15444,5852.73,24040,,17960,
HD 200964 b,1.94873,1.64347,613.8,0.04,288,2454900,34.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,,72.2022,HD 200964,1.57,3.80029,5082,200964,,104202,
HD 147018 b,2.12711,0.238855,44.236,0.4686,335.97,2454459.49,145.33,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,,42.9553,HD 147018,0.927,1.05268,5441,147018,,80250,
HD 218566 b,0.212872,0.687282,225.7,0.3,36,2450360,8.3,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,,28.5551,HD 218566,0.85,0.590728,4820,218566,,114322,
HD 45364 b,0.187149,0.68156,226.93,0.1684,162.58,2453535.817118141,7.22,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,,32.6904,HD 45364,0.82,1.02464,5434,45364,,30579,
HD 141937 b,9.4752,1.50087,653.21997,0.41,187.72,2451847.38,234.5,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,,32.2997,HD 141937,1.048,1.06384,5846.82,141937,,77740,
HD 156668 b,0.0130582,0.0499846,4.6455,0,90,2454718.57,1.89,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,,24.4738,HD 156668,0.772,0.728691,4850,156668,,84607,
MOA-2009-BLG-387L b,,1.76808,1970,,,,,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,,5700,MOA-2009-BLG-387L,0.19,,,,,,
Kepler-32 f,,0.0130732,0.74296,0,90,2454965.54,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,0.0730903,303,Kepler-32,0.54,0.53,3793,,,,
GJ 649 b,0.325341,1.13179,598.3,0.3,352,2452876,12.4,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,,10.3445,GJ 649,0.54,,3700,,,83043,649
HD 132406 b,5.60495,1.98227,974,0.34,214,2453474,115,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,,67.8887,HD 132406,1.09,,5885,132406,,73146,
HD 38529 c,12.2603,3.6002,2146.0503,0.355094,17.9023,2452255.921,169.033,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,,39.2773,HD 38529,1.34,2.02418,5674,38529,1988,27253,
Kepler-62 b,,0.0552794,5.714932,0.0707107,278.13,2455001.21,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.116766,368,Kepler-62,0.69,0.64,4925,,,,
Kepler-49 c,,0.07889,10.9129343,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.227293,,Kepler-49,0.55,0.53,3974,,,,
Kepler-55 c,,0.202122,42.1516418,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.196987,,Kepler-55,0.62,0.58,4362,,,,
WASP-19 b,1.11405,0.0163152,0.78884,0.0046,3,2455168.771,257,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,1.386,,WASP-19,0.93,0.99,5500,,,,
Kepler-26 b,0,0.0902469,12.282356,0,90,2454978.8321,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.320884,,Kepler-26,0.65,0.59,3933,,,,
HD 126614 A b,0.385706,2.36847,1244,0.41,243,2453808,7.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,,72.6216,HD 126614 A,1.145,1.10978,5585,126614,,70623,
HD 177830 b,1.31967,1.13872,410.1,0.096,189,2450254,32.64,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,,59.0319,HD 177830,1.17,3.99397,4752,177830,,93746,743.2
HD 38283 b,0.338157,1.02382,363.2,0.41,219,2450802.6,10,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,,38.3142,HD 38283,1.085,1.50465,5998,38283,,26380,
HD 217786 b,13.1868,2.3791,1319,0.4,100,2456053,261,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,,54.8546,HD 217786,1.02,1.15058,5966,217786,,113834,
HD 32518 b,3.34549,0.595162,157.54,0.01,306.11,2452950.29,115.83,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,,120.627,HD 32518,1.13,24.3641,4580,32518,1636,24003,
WASP-18 b,10.0636,0.0201401,0.9414529,0.00848,267.9,2454664.429,1818.3,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,1.267,99.4036,WASP-18,1.22,1.216,6400,10069,,7562,
CoRoT-6 b,2.95325,0.0854177,8.886593,0,90,2454595.6144,280,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,1.166,,CoRoT-6,1.05,1.025,6090,,,,
HD 73267 b,3.06257,2.19849,1260,0.256,229.1,2451821.7,64.29,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,,54.2005,HD 73267,0.89,1.16642,5317,73267,,42202,
HD 147513 b,1.17965,1.30958,528.40002,0.26,282,2451123,29.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,12.7779,HD 147513,1.072,0.850084,5929.74,147513,6094,80337,9559
HD 72659 b,3.1741,4.75375,3658,0.22,260.7,2455351,41,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,49.8256,HD 72659,1.068,1.34287,5919.51,72659,,42030,
BD +14 4559 b,1.51929,0.775866,268.94,0.29,87.64,2453293.71,55.21,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,,48.3559,BD +14 4559,0.86,0.725686,4814,,,104780,
Kepler-79 b,,0.114456,13.485,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.230858,,Kepler-79,1.1,1.1,6187,,,,
HD 197037 b,0.807324,2.07477,1035.7,0.22,298,2451353.1,15.5,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,32.3311,HD 197037,1.11,1.09866,6150,197037,,101948,
HD 70642 b,1.90944,3.18072,2068,0.034,205,2451350,30.4,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Carter 2003,http://adsabs.harvard.edu/abs/2003ApJ...593L..43C,,28.0662,HD 70642,1.002,1.03139,5705.54,70642,,40952,
KELT-2 A b,1.52019,0.0549707,4.1137912,0,90,2455974.60335,161.1,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,1.286,128.5,KELT-2 A,1.308,1.828,6151,42176,,29301,
Kepler-10 b,0.0142142,0.0167573,0.837495,0,90,2454964.57375,3.3,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,0.126327,173,Kepler-10,0.895,1.056,5627,,,,
HD 40307 c,0.0211468,0.0800702,9.62,0,0,2454551.53,2.47,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,,12.9955,HD 40307,0.74,0.839223,4977,40307,,27887,2046
HD 142 b,1.3057,1.04292,350.3,0.26,303,2451963,33.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T,,25.7136,HD 142,1.232,1.5121,6248.6,142,6,522,4.2
WASP-10 b,3.19034,0.0384536,3.0927616,0.0507142,153.283,2454664.537,520.1,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,1.08,90.0901,WASP-10,0.79,0.698,4675,,,,
GJ 328 b,2.3,4.43476,4100,0.37,290,2454500,40,Robertson 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7640R,Robertson 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7640R,,19.8,GJ 328,0.69,,3900,,,43790,
WASP-17 b,0.507667,0.0499354,3.735433,0,90,2454559.18096,59.2,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,1.932,400,WASP-17,1.19,1.2,6550,,,,
HAT-P-17 b,0.530106,0.0882385,10.338523,0.346,201,2454792.87,58.4,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,1.01,90.0009,HAT-P-17,0.857,0.837,5246,,,,
HD 102329 b,4.47808,1.80892,778.1,0.211,178,2455096,84.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,158.003,HD 102329,1.3,7.27206,4745,102329,,57467,
HD 159868 b,2.20004,2.29553,1178.4,0.01,350,2453435,38.3,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,,58.6854,HD 159868,1.16,1.84825,5558,159868,,86375,
HD 114783 b,1.10505,1.15987,493.7,0.144,86,2453806,31.9,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,,20.5002,HD 114783,0.853,0.837785,5135.09,114783,,64457,3769
GJ 581 e,0.00613456,0.028459,3.14945,0.32,236,2454750.31,1.96,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...507..487M,,6.24532,GJ 581,0.31,0.299,3498,,,74995,581
epsilon Ret b,1.37669,1.19471,428.1,0.06,216,2450836,32.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..410B,,18.2382,epsilon Ret,1.24,3.51559,4781,27442,1355,19921,
GJ 674 b,0.034879,0.0386657,4.6938,0.2,143,2453780.085,8.7,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,,4.5405,GJ 674,0.35,,3600,,,85523,674
Kepler-57 c,,0.0942979,11.6092567,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.138158,,Kepler-57,0.83,0.73,5145,,,,
HD 168443 c,17.3857,2.85281,1749.83,0.2113,64.87,2455599.9,297.7,Pilyavsky 2011 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..418M,,37.4252,HD 168443,0.995,1.58859,5491,168443,,89844,4052
WASP-57 b,0.675475,0.0386362,2.838971,0,90,2455717.87811,100,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0.916,455,WASP-57,0.954,0.836,5600,,,,
HAT-P-37 b,1.1719,0.0379273,2.79736,0.058,164,2455642.67,177.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.178,411,HAT-P-37,0.929,0.877,5500,,,,
HD 81040 b,6.87654,1.9372,1001.7,0.526,81.3,2452504,168,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,,33.1126,HD 81040,0.96,0.918818,5700,81040,,46076,
HD 208527 b,10.014,2.099,875.5,0.08,278,2450745.3,155.4,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,,403.226,HD 208527,1.6,41.0489,4035,208527,8372,108296,841.1
Kepler-28 b,0,0.0581375,5.91213,0,90,2454975.6227,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.320884,,Kepler-28,0.75,0.7,4590,,,,
HAT-P-32 b,0.950561,0.0344203,2.150009,0.163,52,2454415.982,136.1,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,2.037,320,HAT-P-32,1.176,1.387,6001,,,,
GJ 163 c,0.0215524,0.125354,25.63058,0.099,3.962,2452922.2303,2.75,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,15,GJ 163,0.4,,,,,19394,
HD 95089 b,1.12925,1.38575,507,0.157,317,2454983,23.5,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,139.082,HD 95089,1.38,4.34001,4950,95089,,53666,
XO-3 b,13.0547,0.0477112,3.1915426,0.2884,346.3,2454024.7278,1488,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...700..302W,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,1.217,282.997,XO-3,1.41,2.07898,6429,,,,
HD 114729 b,0.944758,2.10235,1114,0.167,93,2450520,18.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,36.1141,HD 114729,0.998,1.46377,5820.94,114729,,64459,
HD 100655 b,1.33352,0.682908,157.57,0.085,132,2453072.4,35.2,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,,122.249,HD 100655,1.71,9.3,4801,100655,4459,56508,
HD 142415 b,1.66194,1.06061,386.29999,0.5,255,2451519,51.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,34.2349,HD 142415,1.065,1.11902,5901.98,142415,,78169,
CoRoT-9 b,0.843564,0.406991,95.2738,0.11,37,2454591.853,38,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,1.05,459.982,CoRoT-9,0.99,0.94,5625,,,,
HD 114386 b,1.3637,1.72685,937.70001,0.23,273,2450454,34.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,28.8934,HD 114386,0.78,0.637212,4819.64,114386,,64295,
HD 103197 b,0.0982431,0.249018,47.84,0,0,2454826,5.9,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,,53.135,HD 103197,0.9,1.01561,5303,103197,,57931,
7 CMa b,2.43233,1.80264,763,0.14,12,2455520,44.9,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W,,19.7511,7 CMa,1.34,2.3,4761,47205,,31592,
WASP-16 b,0.839364,0.0417858,3.1186009,0,90,2454584.42878,116.7,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,1.008,,WASP-16,1,0.946,5700,,,,
HD 152581 b,1.51375,1.48938,689,0,321,2455320,36.6,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,186,HD 152581,0.927,3.809,5155,152581,,82651,
KIC 11442793 b,,,0,,,,,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,780,KIC 11442793,1.2,,6080,,,,
PH-1 b,,0.629412,138.506,0.0539,348,2454970,,Schwamb 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..127S,Schwamb 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..127S,0.550851,1500,PH-1,1.734,1.759,6407,,,,
Kepler-37 d,,0.21202,39.792187,0.102489,107.021,2455006.722,,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.178,66,Kepler-37,0.803,0.77,5417,,,,
HD 125595 b,0.0416764,0.0809437,9.6737,0,90,2454435.23,4.79,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,,27.9564,HD 125595,0.756,1.03336,4908,125595,,70170,
WASP-79 b,0.884655,0.0534741,3.6623817,0,90,2455545.23479,88.2,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,1.7,240,WASP-79,1.52,1.64,6600,,,,
HIP 57274 c,0.410096,0.177758,32.03,0.05,356.2,2455785.208,32.4,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,25.9202,HIP 57274,0.73,0.68,4640,,,57274,
Kepler-30 d,0,0.534239,143.343,0.022,197,2455171.827,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.784384,,Kepler-30,0.99,0.95,5498,,,,
HD 93083 b,0.368176,0.476549,143.58,0.14,333.5,2453181.7,18.3,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,,27.8552,HD 93083,0.7,1.14863,4995,93083,,52521,
HD 31253 b,0.501427,1.26054,466,0.3,244,2450660,12,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,,50.3018,HD 31253,1.23,1.64612,5960,31253,,22826,
HD 89744 b,8.18778,0.902604,256.78,0.673,195.1,2451505.5,271.6,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Korzennik 2000,http://adsabs.harvard.edu/abs/2000ApJ...533L.147K,,39.4322,HD 89744,1.48,2.02329,6234,89744,4067,50786,9326
PSR B1257+12 d,,0.416595,98.2114,0.0252,108.3,2449766.5,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1994,http://adsabs.harvard.edu//abs/1994Sci...264..538W,,,PSR B1257+12,,,,,,,
HD 183263 c,3.47646,4.29488,3066,0.23873,344.598,2451970.94,46.32,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,,55.0964,HD 183263,1.121,1.11717,5936.41,183263,,95740,
WASP-42 b,0.496749,0.0547344,4.9816877,0,90,2455650.56723,64.3,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,1.063,160,WASP-42,0.881,0.85,5200,,,,
Kepler-48 b,,0.0534031,4.7779803,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.190748,,Kepler-48,0.89,0.89,5190,,,,
HD 192310 c,0.0736073,1.18358,525.8,0.32,110,2455311.915,2.27,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,,8.91107,HD 192310,0.8,0.847025,5166,192310,7722,99825,
HD 1690 b,6.52644,1.36191,533,0.64,122,2454449,190,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,,310.559,HD 1690,1.18,21.1524,4364,1690,,1692,
HAT-P-41 b,0.799609,0.0425775,2.694047,0,90,2454983.86167,92.5,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,1.685,344,HAT-P-41,1.418,1.683,6390,,,,
Kepler-42 c,,0.00585017,0.45328509,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0650682,38.7,Kepler-42,0.13,0.17,3068,,,,
HD 28185 b,5.79721,1.02341,379,0.05,44,2454230.5,163.5,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S,,42.337,HD 28185,0.99,1.00685,5656,28185,,20723,
HD 23127 b,1.40487,2.31864,1214,0.44,190,2450229,27.5,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,,98.7167,HD 23127,1.127,1.51172,5752,23127,,17054,
